author	authorLabel
http://www.wikidata.org/entity/Q3021171	Guigues du Chastel
http://www.wikidata.org/entity/Q13554539	Guillaume Pelhisson
http://www.wikidata.org/entity/Q3120120	Guillaume Philandrier
http://www.wikidata.org/entity/Q450192	Guillaume de Puylaurens
http://www.wikidata.org/entity/Q316083	Guillaume de Rubrouck
http://www.wikidata.org/entity/Q58821112	Gumpoldus of Mantua
http://www.wikidata.org/entity/Q105276	Gundekar II of Eichstätt
http://www.wikidata.org/entity/Q3198512	Gundulf
http://www.wikidata.org/entity/Q712537	Gunther of Pairis
http://www.wikidata.org/entity/Q3779833	Gunzo of Novara
http://www.wikidata.org/entity/Q111232218	Gérard Grumsel
http://www.wikidata.org/entity/Q324468	Haito
http://www.wikidata.org/entity/Q1571227	Halitgar of Cambrai
http://www.wikidata.org/entity/Q3127452	Hariulf
http://www.wikidata.org/entity/Q472833	Haymo of Halberstadt
http://www.wikidata.org/entity/Q1599024	Heinrich Taube von Selbach
http://www.wikidata.org/entity/Q1281873	Heiric of Auxerre
http://www.wikidata.org/entity/Q1602348	Helgaud
http://www.wikidata.org/entity/Q88012152	Helperic of Saint Gall
http://www.wikidata.org/entity/Q372100	Helvius Cinna
http://www.wikidata.org/entity/Q110137203	Henri Philippi
http://www.wikidata.org/entity/Q1235472	Henry of Huntingdon
http://www.wikidata.org/entity/Q25070	Henry of Latvia
http://www.wikidata.org/entity/Q540511	Henry of Marcy
http://www.wikidata.org/entity/Q85512330	Henry of Pomposa
http://www.wikidata.org/entity/Q18671361	Henry of Saltrey
http://www.wikidata.org/entity/Q1597702	Henry of Salzburg
http://www.wikidata.org/entity/Q535494	Henry of Settimello
http://www.wikidata.org/entity/Q5894646	Heraclius
http://www.wikidata.org/entity/Q18214321	Herbert de Clairvaux
http://www.wikidata.org/entity/Q3133525	Herbert of Bosham
http://www.wikidata.org/entity/Q1359348	Heriger of Lobbes
http://www.wikidata.org/entity/Q71597	Hermann Weller
http://www.wikidata.org/entity/Q1613251	Hermann von Köln
http://www.wikidata.org/entity/Q961185	Hervé de Bourg-Dieu
http://www.wikidata.org/entity/Q55915183	Hieronymus Radiolensis
http://www.wikidata.org/entity/Q172377	Hilarius
http://www.wikidata.org/entity/Q532018	Hilary of Arles
http://www.wikidata.org/entity/Q44344	Hilary of Poitiers
http://www.wikidata.org/entity/Q731681	Hildebert
http://www.wikidata.org/entity/Q85512355	Hildebrandus iunior
http://www.wikidata.org/entity/Q70991	Hildegard of Bingen
http://www.wikidata.org/entity/Q88005078	Hildemar of Corbie
http://www.wikidata.org/entity/Q734885	Hilduin
http://www.wikidata.org/entity/Q16208204	Himerius of Tarragona
http://www.wikidata.org/entity/Q712257	Hincmar
http://www.wikidata.org/entity/Q3135751	Hincmar of Laon
http://www.wikidata.org/entity/Q11926034	Honoratus Antoninus
http://www.wikidata.org/entity/Q543586	Honorius Augustodunensis
http://www.wikidata.org/entity/Q6197	Horace
http://www.wikidata.org/entity/Q88201937	Horatius Romanus
http://www.wikidata.org/entity/Q540364	Hosidius Geta
http://www.wikidata.org/entity/Q285693	Hosius of Corduba
http://www.wikidata.org/entity/Q170248	Hrotsvitha
http://www.wikidata.org/entity/Q336803	Hryhorii Skovoroda
http://www.wikidata.org/entity/Q253997	Hucbald
http://www.wikidata.org/entity/Q5271	Hugh Primas
http://www.wikidata.org/entity/Q3142555	Hugh of Amiens
http://www.wikidata.org/entity/Q540099	Hugh of Cluny
http://www.wikidata.org/entity/Q1000507	Hugh of Flavigny
http://www.wikidata.org/entity/Q330515	Hugh of Fleury
http://www.wikidata.org/entity/Q5631	Hugh of Fouilloy
http://www.wikidata.org/entity/Q924107	Hugh of Lincoln
http://www.wikidata.org/entity/Q5933252	Hugh of Poitiers
http://www.wikidata.org/entity/Q317554	Hugh of Saint Victor
http://www.wikidata.org/entity/Q1222667	Hugo Eterianus
http://www.wikidata.org/entity/Q85512378	Hugo V Cluniacensis
http://www.wikidata.org/entity/Q1636000	Hugo of Mâcon
http://www.wikidata.org/entity/Q88120856	Hugo of Ribemont
http://www.wikidata.org/entity/Q68335	Humbert of Silva Candida
http://www.wikidata.org/entity/Q221465	Hydatius
http://www.wikidata.org/entity/Q1231590	Hyginus Mythographus
http://www.wikidata.org/entity/Q5652	Hélinand of Froidmont
http://www.wikidata.org/entity/Q5656	Héloïse d’Argenteuil
http://www.wikidata.org/entity/Q678333	Iavolenus Priscus
http://www.wikidata.org/entity/Q108063293	Ignazio Maria Como
http://www.wikidata.org/entity/Q1394267	Ignjat Đurđević
http://www.wikidata.org/entity/Q456069	Ildephonsus of Toledo
http://www.wikidata.org/entity/Q85754257	Iotsaldus of Cluny
http://www.wikidata.org/entity/Q3112766	Isaac Vossius
http://www.wikidata.org/entity/Q1673525	Isaac of Stella
http://www.wikidata.org/entity/Q3155085	Isabel de Villena
http://www.wikidata.org/entity/Q19060329	Isidore of Beja
http://www.wikidata.org/entity/Q166876	Isidore of Seville
http://www.wikidata.org/entity/Q15820473	Iso von St. Gallen
http://www.wikidata.org/entity/Q124775	Ivo of Chartres
http://www.wikidata.org/entity/Q313460	Jacobus de Voragine
http://www.wikidata.org/entity/Q6119980	Jacopo Gaddi
http://www.wikidata.org/entity/Q510621	Jacopo Sannazaro
http://www.wikidata.org/entity/Q3158307	Jacques Boileau
http://www.wikidata.org/entity/Q60845243	Jakov Bunić
http://www.wikidata.org/entity/Q41569767	James of Milan
http://www.wikidata.org/entity/Q1679483	James of Venice
http://www.wikidata.org/entity/Q59737	Jan Kochanowski
http://www.wikidata.org/entity/Q360094	Janus Pannonius
http://www.wikidata.org/entity/Q3629754	Janus Parrhasius
http://www.wikidata.org/entity/Q3170679	Jean Beleth
http://www.wikidata.org/entity/Q3173225	Jean Liebault
http://www.wikidata.org/entity/Q742	Jean Racine
http://www.wikidata.org/entity/Q54834395	Jean de Haute-Seille
http://www.wikidata.org/entity/Q100319678	Jean de Limoges
http://www.wikidata.org/entity/Q1393342	Jean de Venette
http://www.wikidata.org/entity/Q2042376	Jean le Long
http://www.wikidata.org/entity/Q379941	Jean-Antoine de Baïf
http://www.wikidata.org/entity/Q44248	Jerome
http://www.wikidata.org/entity/Q3177714	Jessé d'Amiens
http://www.wikidata.org/entity/Q105954063	Joannes Macarius
http://www.wikidata.org/entity/Q3571438	Joaquín Lorenzo Villanueva
http://www.wikidata.org/entity/Q6207074	Jocelin of Soissons
http://www.wikidata.org/entity/Q942414	Johann Augustus Eberhard
http://www.wikidata.org/entity/Q105895	Johann Heinrich Ernesti
http://www.wikidata.org/entity/Q1544912	Johann Ludwig Prasch
http://www.wikidata.org/entity/Q107183	Johannes Aesticampianus
http://www.wikidata.org/entity/Q1303874	Johannes Hymmonides
http://www.wikidata.org/entity/Q184500	Johannes Scotus Eriugena
http://www.wikidata.org/entity/Q1699269	John Barclay
http://www.wikidata.org/entity/Q313795	John Cassian
http://www.wikidata.org/entity/Q1230607	John Owen
http://www.wikidata.org/entity/Q989	John Paul II
http://www.wikidata.org/entity/Q199496	John VII
http://www.wikidata.org/entity/Q3175222	John of Avranches
http://www.wikidata.org/entity/Q268107	John of Cornwall
http://www.wikidata.org/entity/Q1229700	John of Garland
http://www.wikidata.org/entity/Q573807	John of Jandun
http://www.wikidata.org/entity/Q264028	John of Salisbury
http://www.wikidata.org/entity/Q112024	John of Winterthur
http://www.wikidata.org/entity/Q190388	John of the Cross
http://www.wikidata.org/entity/Q3768443	John the Deacon
http://www.wikidata.org/entity/Q4387115	Jonas Radvanas
http://www.wikidata.org/entity/Q280282	Jonas of Bobbio
http://www.wikidata.org/entity/Q1617594	Jonas of Orléans
http://www.wikidata.org/entity/Q131548	Jordanes
http://www.wikidata.org/entity/Q70236	Joseph Hubert Reinkens
http://www.wikidata.org/entity/Q315163	Joseph Justus Scaliger
http://www.wikidata.org/entity/Q775238	Joseph of Exeter
http://www.wikidata.org/entity/Q88024556	Josephus Sacerdos
http://www.wikidata.org/entity/Q12768221	Jozef Pruni
http://www.wikidata.org/entity/Q1662957	Julian of Eclanum
http://www.wikidata.org/entity/Q722563	Julian of Toledo
http://www.wikidata.org/entity/Q3504283	Julije Bajamonti
http://www.wikidata.org/entity/Q1048	Julius Caesar
http://www.wikidata.org/entity/Q3189849	Julius Exsuperantius
http://www.wikidata.org/entity/Q367422	Julius Firmicus Maternus
http://www.wikidata.org/entity/Q679424	Julius Honorius
http://www.wikidata.org/entity/Q682860	Julius Obsequens
http://www.wikidata.org/entity/Q20004924	Julius Titianus
http://www.wikidata.org/entity/Q1232604	Julius Valerius Alexander Polemius
http://www.wikidata.org/entity/Q11729424	Junillus
http://www.wikidata.org/entity/Q6313735	Junius Philargyrius
http://www.wikidata.org/entity/Q261218	Juraj Dragišić
http://www.wikidata.org/entity/Q41866	Justinian I
http://www.wikidata.org/entity/Q38294	Justus Jonas
http://www.wikidata.org/entity/Q315871	Justus Lipsius
http://www.wikidata.org/entity/Q193800	Juvenal
http://www.wikidata.org/entity/Q519232	Juvencus
http://www.wikidata.org/entity/Q1004630	József Fáy
http://www.wikidata.org/entity/Q88022717	King Evax
http://www.wikidata.org/entity/Q209102	Lactantius
http://www.wikidata.org/entity/Q1799823	Lactantius Placidus
http://www.wikidata.org/entity/Q3646779	Lady Margaret Seymour
http://www.wikidata.org/entity/Q473620	Laevius
http://www.wikidata.org/entity/Q5661	Lambert of Ardres
http://www.wikidata.org/entity/Q85512421	Lambert of Pouthières
http://www.wikidata.org/entity/Q85512425	Lambert of Squillace
http://www.wikidata.org/entity/Q2784355	Lambert van Sint-Omaars
http://www.wikidata.org/entity/Q1541662	Landolfus Sagax
http://www.wikidata.org/entity/Q3826790	Landulf of Milan
http://www.wikidata.org/entity/Q317098	Lanfranc
http://www.wikidata.org/entity/Q2891791	Latinius Pacatus Drepanius
http://www.wikidata.org/entity/Q21544880	Laurens van Santen
http://www.wikidata.org/entity/Q1808207	Laurentius of Amalfi
http://www.wikidata.org/entity/Q577125	Leander of Seville
http://www.wikidata.org/entity/Q3229149	Leidrad of Lyon
http://www.wikidata.org/entity/Q56006638	Lelio Guidiccioni
http://www.wikidata.org/entity/Q1818805	Leo Archpriest
http://www.wikidata.org/entity/Q43954	Leo I
http://www.wikidata.org/entity/Q43922	Leo XIII
http://www.wikidata.org/entity/Q85512437	Leo of Atina
http://www.wikidata.org/entity/Q978985	Leo of Ostia
http://www.wikidata.org/entity/Q85512442	Leo of Sens
http://www.wikidata.org/entity/Q182046	Leon Battista Alberti
http://www.wikidata.org/entity/Q314488	Leonardo Bruni
http://www.wikidata.org/entity/Q111153839	Leone Toscano
http://www.wikidata.org/entity/Q7604	Leonhard Euler
http://www.wikidata.org/entity/Q25391116	Leporius
http://www.wikidata.org/entity/Q3831040	Letaldus
http://www.wikidata.org/entity/Q96077	Leunclavius
http://www.wikidata.org/entity/Q3114842	Liberatus of Carthage
http://www.wikidata.org/entity/Q2840364	Licinianus of Cartagena
http://www.wikidata.org/entity/Q551668	Licinius Macer Calvus
http://www.wikidata.org/entity/Q317911	Liutprand of Cremona
http://www.wikidata.org/entity/Q193058	Livius Andronicus
http://www.wikidata.org/entity/Q104183414	Lodovico Arrivabene
http://www.wikidata.org/entity/Q683317	Lodovico Lazzarelli
http://www.wikidata.org/entity/Q214115	Lorenzo Valla
http://www.wikidata.org/entity/Q1872515	Lovro Šitović
http://www.wikidata.org/entity/Q188646	Lucan
http://www.wikidata.org/entity/Q715214	Lucifer of Cagliari
http://www.wikidata.org/entity/Q1369527	Lucilius Junior
http://www.wikidata.org/entity/Q311287	Lucius Accius
http://www.wikidata.org/entity/Q561367	Lucius Aelius Stilo Praeconinus
http://www.wikidata.org/entity/Q472077	Lucius Afranius
http://www.wikidata.org/entity/Q741160	Lucius Ampelius
http://www.wikidata.org/entity/Q507036	Lucius Annaeus Cornutus
http://www.wikidata.org/entity/Q316483	Lucius Annaeus Florus
http://www.wikidata.org/entity/Q550603	Lucius Calpurnius Piso Frugi
http://www.wikidata.org/entity/Q948114	Lucius Cassius Hemina
http://www.wikidata.org/entity/Q867394	Lucius Cincius Alimentus
http://www.wikidata.org/entity/Q704313	Lucius Coelius Antipater
http://www.wikidata.org/entity/Q709628	Lucius Cornelius Sisenna
http://www.wikidata.org/entity/Q2240081	Lucius Pomponius
http://www.wikidata.org/entity/Q10891032	Lucius Septimius
http://www.wikidata.org/entity/Q8820	Lucius Varius Rufus
http://www.wikidata.org/entity/Q117075386	Lucius Verus Clarimontanus
http://www.wikidata.org/entity/Q740977	Lucius Volusius Maecianus
http://www.wikidata.org/entity/Q47154	Lucretius
http://www.wikidata.org/entity/Q88007944	Luculentius
http://www.wikidata.org/entity/Q103940	Ludolf von Sudheim
http://www.wikidata.org/entity/Q98718187	Ludovico Carri
http://www.wikidata.org/entity/Q59357715	Ludovico da Ponte
http://www.wikidata.org/entity/Q216692	Ludvig Holberg
http://www.wikidata.org/entity/Q71484	Ludwig Gotthard Kosegarten
http://www.wikidata.org/entity/Q1390790	Luigj Gurakuqi
http://www.wikidata.org/entity/Q675928	Lupus Servatus
http://www.wikidata.org/entity/Q268235	Luxorius
http://www.wikidata.org/entity/Q85512445	Léger of Vienne
http://www.wikidata.org/entity/Q471723	Maciej Kazimierz Sarbiewski
http://www.wikidata.org/entity/Q313934	Macrobius
http://www.wikidata.org/entity/Q465322	Magnus Felix Ennodius
http://www.wikidata.org/entity/Q41616825	Magnus of Sens
http://www.wikidata.org/entity/Q1001947	Mallius Theodorus
http://www.wikidata.org/entity/Q66853	Manegold of Lautenbach
http://www.wikidata.org/entity/Q85512466	Mantio Catalaunensis
http://www.wikidata.org/entity/Q6752723	Manuel Martí i Saragossà
http://www.wikidata.org/entity/Q654307	Marbodius of Rennes
http://www.wikidata.org/entity/Q105296788	Marcantonio Benaglio
http://www.wikidata.org/entity/Q868078	Marcellus Empiricus
http://www.wikidata.org/entity/Q1340193	Marco Girolamo Vida
http://www.wikidata.org/entity/Q365148	Marcus Aemilius Scaurus
http://www.wikidata.org/entity/Q436034	Marcus Antistius Labeo
http://www.wikidata.org/entity/Q3290045	Marcus Antonius Antimachus
http://www.wikidata.org/entity/Q926229	Marcus Antonius Gnipho
http://www.wikidata.org/entity/Q1430	Marcus Aurelius
http://www.wikidata.org/entity/Q74243	Marcus Cluvius Rufus
http://www.wikidata.org/entity/Q317055	Marcus Cornelius Fronto
http://www.wikidata.org/entity/Q117841	Marcus Gavius Apicius
http://www.wikidata.org/entity/Q11935164	Marcus Junius Brutus
http://www.wikidata.org/entity/Q352684	Marcus Manilius
http://www.wikidata.org/entity/Q319423	Marcus Minucius Felix
http://www.wikidata.org/entity/Q206119	Marcus Terentius Varro
http://www.wikidata.org/entity/Q437898	Marcus Tullius Tiro
http://www.wikidata.org/entity/Q508117	Marcus Valerius Messalla Corvinus
http://www.wikidata.org/entity/Q316098	Marcus Velleius Paterculus
http://www.wikidata.org/entity/Q3290763	Marguerite d'Oingt
http://www.wikidata.org/entity/Q2403628	Mariangelo Accorso
http://www.wikidata.org/entity/Q1388231	Marianus Scotus
http://www.wikidata.org/entity/Q689903	Marius Aventicensis
http://www.wikidata.org/entity/Q2574348	Marius Mercator
http://www.wikidata.org/entity/Q1164905	Marius Plotius Sacerdos
http://www.wikidata.org/entity/Q336571	Marko Marulić
http://www.wikidata.org/entity/Q192374	Marsilio Ficino
http://www.wikidata.org/entity/Q315357	Marsilius of Padua
http://www.wikidata.org/entity/Q2098	Martial
http://www.wikidata.org/entity/Q348408	Martianus Capella
http://www.wikidata.org/entity/Q9554	Martin Luther
http://www.wikidata.org/entity/Q3389798	Martin of Leon
http://www.wikidata.org/entity/Q970929	Masurius Sabinus
http://www.wikidata.org/entity/Q1909428	Mathieu of Boulogne
http://www.wikidata.org/entity/Q1038381	Matija Petar Katančić
http://www.wikidata.org/entity/Q3852246	Matteo dall'Isola
http://www.wikidata.org/entity/Q369366	Matthew Paris
http://www.wikidata.org/entity/Q1238197	Matthew of Vendôme
http://www.wikidata.org/entity/Q250321	Maurice Scève
http://www.wikidata.org/entity/Q3109132	Maximus
http://www.wikidata.org/entity/Q3302716	Maximus of Madaura
http://www.wikidata.org/entity/Q1230495	Maximus of Turin
http://www.wikidata.org/entity/Q930459	Merobaudes
http://www.wikidata.org/entity/Q1376763	Mikołaj Hussowczyk
http://www.wikidata.org/entity/Q94139150	Modestus
http://www.wikidata.org/entity/Q99991648	Moggio Moggi
http://www.wikidata.org/entity/Q4177445	Márton Rakovszky
http://www.wikidata.org/entity/Q670338	Nazarius
http://www.wikidata.org/entity/Q949309	Nemesianus
http://www.wikidata.org/entity/Q113995103	Niccolo Antonio Colosso
http://www.wikidata.org/entity/Q2743461	Nicetas of Remesiana
http://www.wikidata.org/entity/Q3340916	Nicholas of Clairvaux
http://www.wikidata.org/entity/Q154751	Nicholas of Cusa
http://www.wikidata.org/entity/Q1986846	Nicolaus Henel von Hennenfeld
http://www.wikidata.org/entity/Q1516858	Nigel de Longchamps
http://www.wikidata.org/entity/Q175042	Nigidius Figulus
http://www.wikidata.org/entity/Q7035599	Nikola Modruški
http://www.wikidata.org/entity/Q1456681	Nivardus
http://www.wikidata.org/entity/Q183420	Nonius Marcellus
http://www.wikidata.org/entity/Q570452	Notker of Liège
http://www.wikidata.org/entity/Q354813	Notker the Stammerer
http://www.wikidata.org/entity/Q222890	Novatian
http://www.wikidata.org/entity/Q23012360	Novatus Catholicus
http://www.wikidata.org/entity/Q88014433	Nuño of Mondoñedo
http://www.wikidata.org/entity/Q85512525	Odilon of Soissons
http://www.wikidata.org/entity/Q88007450	Odo of Asti
http://www.wikidata.org/entity/Q944557	Odo of Cambrai
http://www.wikidata.org/entity/Q454553	Odo of Cluny
http://www.wikidata.org/entity/Q5626	Odo of Deuil
http://www.wikidata.org/entity/Q55912948	Odo of Muremund
http://www.wikidata.org/entity/Q102437103	Odon de Saint-Remy à Reims
http://www.wikidata.org/entity/Q261992	Optatus
http://www.wikidata.org/entity/Q356298	Orderic Vitalis
http://www.wikidata.org/entity/Q928522	Orientius
http://www.wikidata.org/entity/Q311456	Orosius
http://www.wikidata.org/entity/Q3460230	Osbern of Canterbury
http://www.wikidata.org/entity/Q85512556	Othelbold of Saint-Bavon
http://www.wikidata.org/entity/Q85512560	Otker of Regensburg
http://www.wikidata.org/entity/Q90628	Otloh of St. Emmeram
http://www.wikidata.org/entity/Q435942	Otto of Freising
http://www.wikidata.org/entity/Q2041315	Otto of Sankt Blasien
http://www.wikidata.org/entity/Q18719525	Ottone Morena
http://www.wikidata.org/entity/Q920309	Pacian
http://www.wikidata.org/entity/Q55874870	Pacifico Massimi
http://www.wikidata.org/entity/Q15429040	Pacificus of Verona
http://www.wikidata.org/entity/Q314677	Pacuvius
http://www.wikidata.org/entity/Q329274	Pacuvius Labeo
http://www.wikidata.org/entity/Q1106691	Pandulf of Pisa
http://www.wikidata.org/entity/Q43375759	Paolo Giovio
http://www.wikidata.org/entity/Q55835458	Paolo Sacrati
http://www.wikidata.org/entity/Q28862342	Parmenian
http://www.wikidata.org/entity/Q11813224	Paschasinus of Lilybaeum
http://www.wikidata.org/entity/Q6065375	Paschasius Diaconus
http://www.wikidata.org/entity/Q654858	Paschasius Radbertus
http://www.wikidata.org/entity/Q97061463	Paschasius of Dumio
http://www.wikidata.org/entity/Q77418	Paul Fleming
http://www.wikidata.org/entity/Q55133349	Paul of Bernried
http://www.wikidata.org/entity/Q160424	Paul the Deacon
http://www.wikidata.org/entity/Q649327	Paulin de Périgueux
http://www.wikidata.org/entity/Q738554	Paulinus II of Aquileia
http://www.wikidata.org/entity/Q132473	Paulinus of Nola
http://www.wikidata.org/entity/Q528220	Paulinus of Pella
http://www.wikidata.org/entity/Q3372687	Paulinus the Deacon
http://www.wikidata.org/entity/Q882363	Paulus Melissus
http://www.wikidata.org/entity/Q6067560	Paulus of Mérida
http://www.wikidata.org/entity/Q1081211	Pavao Ritter Vitezović
http://www.wikidata.org/entity/Q15410622	Pedro Juan Perpiñá
http://www.wikidata.org/entity/Q5647216	Pedro de Morales
http://www.wikidata.org/entity/Q170303	Pelagius I
http://www.wikidata.org/entity/Q788340	Pelagonius
http://www.wikidata.org/entity/Q332785	Persius
http://www.wikidata.org/entity/Q10993086	Pescennius Festus
http://www.wikidata.org/entity/Q4295	Peter Abelard
http://www.wikidata.org/entity/Q2080968	Peter the Deacon
http://www.wikidata.org/entity/Q11816050	Petilianus
http://www.wikidata.org/entity/Q1401	Petrarch
http://www.wikidata.org/entity/Q47180	Petronius
http://www.wikidata.org/entity/Q2080920	Petrus Alphonsi
http://www.wikidata.org/entity/Q52166	Phaedrus
http://www.wikidata.org/entity/Q11922242	Phocas
http://www.wikidata.org/entity/Q2948411	Phoebadius of Agen
http://www.wikidata.org/entity/Q784373	Piero Vettori
http://www.wikidata.org/entity/Q1370726	Pierre Bersuire
http://www.wikidata.org/entity/Q24952357	Pieter Nanninck
http://www.wikidata.org/entity/Q334188	Pietro Bembo
http://www.wikidata.org/entity/Q102179363	Pietro Della Porta
http://www.wikidata.org/entity/Q86681715	Pietro Gaggia
http://www.wikidata.org/entity/Q87269831	Pietro Lazzaroni
http://www.wikidata.org/entity/Q3388210	Pietro da Moglio
http://www.wikidata.org/entity/Q3388211	Pietro degli Angeli
http://www.wikidata.org/entity/Q2097909	Placidus of Nonantola
http://www.wikidata.org/entity/Q47160	Plautus
http://www.wikidata.org/entity/Q11923645	Plinius junior
http://www.wikidata.org/entity/Q82778	Pliny the Elder
http://www.wikidata.org/entity/Q168707	Pliny the Younger
http://www.wikidata.org/entity/Q6184	Plotius Tucca
http://www.wikidata.org/entity/Q328214	Poeta Saxo
http://www.wikidata.org/entity/Q318254	Poggio Bracciolini
http://www.wikidata.org/entity/Q181983	Polemius Silvius
http://www.wikidata.org/entity/Q250414	Poliziano
http://www.wikidata.org/entity/Q297515	Pomponius Mela
http://www.wikidata.org/entity/Q934244	Pomponius Porphyrion
http://www.wikidata.org/entity/Q713373	Pontius of Carthage
http://www.wikidata.org/entity/Q867206	Pontus de Tyard
http://www.wikidata.org/entity/Q12270006	Porcellio
http://www.wikidata.org/entity/Q3398151	Porcius Licinus
http://www.wikidata.org/entity/Q356433	Priscian
http://www.wikidata.org/entity/Q347010	Priscillian
http://www.wikidata.org/entity/Q8827	Propertius
http://www.wikidata.org/entity/Q454652	Prosper of Aquitaine
http://www.wikidata.org/entity/Q347250	Prudentius
http://www.wikidata.org/entity/Q18925150	Pseudo-Aquinas
http://www.wikidata.org/entity/Q642704	Pseudo-Bonaventure
http://www.wikidata.org/entity/Q66134384	Pseudo-Cyprian
http://www.wikidata.org/entity/Q88183243	Pseudo-Isidore
http://www.wikidata.org/entity/Q19587867	Pseudo-Joachim of Fiore
http://www.wikidata.org/entity/Q7254416	Pseudo-Linus
http://www.wikidata.org/entity/Q67406296	Pseudo-Seneca
http://www.wikidata.org/entity/Q7254427	Pseudo-Tertullian
http://www.wikidata.org/entity/Q1228531	Publilius Optatianus Porfirius
http://www.wikidata.org/entity/Q363375	Publilius Syrus
http://www.wikidata.org/entity/Q770133	Publius Annius Florus
http://www.wikidata.org/entity/Q718552	Publius Baebius Italicus
http://www.wikidata.org/entity/Q4298	Publius Flavius Vegetius Renatus
http://www.wikidata.org/entity/Q1241433	Publius Juventius Celsus
http://www.wikidata.org/entity/Q243203	Publius Papinius Statius
http://www.wikidata.org/entity/Q559874	Publius Pomponius Secundus
http://www.wikidata.org/entity/Q13410930	Publius Rutilius Lupus
http://www.wikidata.org/entity/Q3925336	Publius Tarutienus Paternus
http://www.wikidata.org/entity/Q1278967	Publius Valerius Cato
http://www.wikidata.org/entity/Q193769	Quintilian
http://www.wikidata.org/entity/Q657809	Quintus Aquilius Niger
http://www.wikidata.org/entity/Q355720	Quintus Aurelius Symmachus
http://www.wikidata.org/entity/Q445928	Quintus Claudius Quadrigarius
http://www.wikidata.org/entity/Q5959	Quintus Curtius Rufus
http://www.wikidata.org/entity/Q531952	Quintus Gargilius Martialis
http://www.wikidata.org/entity/Q320902	Quintus Hortensius
http://www.wikidata.org/entity/Q503187	Quintus Mucius Scaevola Pontifex
http://www.wikidata.org/entity/Q88019316	Quintus Papirianus
http://www.wikidata.org/entity/Q316054	Quintus Tullius Cicero
http://www.wikidata.org/entity/Q160441	Rabanus Maurus
http://www.wikidata.org/entity/Q266447	Ralph of Caen
http://www.wikidata.org/entity/Q193660	Ramon Llull
http://www.wikidata.org/entity/Q15431115	Ratpert of St. Gallen
http://www.wikidata.org/entity/Q1383306	Remigius of Auxerre
http://www.wikidata.org/entity/Q24548	Remmius Palaemon
http://www.wikidata.org/entity/Q239820	Riccoldo da Monte di Croce
http://www.wikidata.org/entity/Q3934658	Richard of Venosa
http://www.wikidata.org/entity/Q741439	Richerus
http://www.wikidata.org/entity/Q5376	Robert the Monk
http://www.wikidata.org/entity/Q708539	Rodulfus Glaber
http://www.wikidata.org/entity/Q2161372	Rodulfus Tortarius
http://www.wikidata.org/entity/Q171677	Roger Bacon
http://www.wikidata.org/entity/Q7359222	Roger of Hereford
http://www.wikidata.org/entity/Q107423743	Roland Brisset
http://www.wikidata.org/entity/Q120138	Rudolf Gwalther
http://www.wikidata.org/entity/Q705919	Rutilius Claudius Namatianus
http://www.wikidata.org/entity/Q561353	Rutilius Taurus Aemilianus Palladius
http://www.wikidata.org/entity/Q453698	Saint Amandus
http://www.wikidata.org/entity/Q598727	Saint Aurelius
http://www.wikidata.org/entity/Q701046	Saint Pirmin
http://www.wikidata.org/entity/Q3646572	Salamon Rysinski
http://www.wikidata.org/entity/Q799960	Salimbene di Adam
http://www.wikidata.org/entity/Q7170	Sallust
http://www.wikidata.org/entity/Q532684	Salvian
http://www.wikidata.org/entity/Q533755	Salvius Julianus
http://www.wikidata.org/entity/Q29216309	Samson of Cordova
http://www.wikidata.org/entity/Q18945778	Samuel Marochitanus
http://www.wikidata.org/entity/Q27231029	Samuel Presbiter
http://www.wikidata.org/entity/Q461678	Scribonius Largus
http://www.wikidata.org/entity/Q60351	Sebastian Brant
http://www.wikidata.org/entity/Q21545671	Sebastiano Corradi
http://www.wikidata.org/entity/Q12641871	Sebastiano Dolci
http://www.wikidata.org/entity/Q2054	Seneca
http://www.wikidata.org/entity/Q273671	Seneca the Elder
http://www.wikidata.org/entity/Q24251440	Serafino Biscardi
http://www.wikidata.org/entity/Q355350	Servius
http://www.wikidata.org/entity/Q435163	Servius Sulpicius Rufus
http://www.wikidata.org/entity/Q662111	Severus Sanctus Endelechius
http://www.wikidata.org/entity/Q317014	Sextus Julius Africanus
http://www.wikidata.org/entity/Q1287418	Sextus Placitus
http://www.wikidata.org/entity/Q302723	Sextus Pompeius Festus
http://www.wikidata.org/entity/Q2280386	Sicard of Cremona
http://www.wikidata.org/entity/Q3624745	Siculus Flaccus
http://www.wikidata.org/entity/Q302936	Sidonius Apollinaris
http://www.wikidata.org/entity/Q355903	Siger of Brabant
http://www.wikidata.org/entity/Q3782346	Sigismondo Arquer
http://www.wikidata.org/entity/Q29545181	Sigismondo Boldoni
http://www.wikidata.org/entity/Q316123	Silius Italicus
http://www.wikidata.org/entity/Q21545848	Simon Verepaeus
http://www.wikidata.org/entity/Q941537	Smaragdus of Saint-Mihiel
http://www.wikidata.org/entity/Q7576343	Speraindeo
http://www.wikidata.org/entity/Q1215304	Stephen of Tournai
http://www.wikidata.org/entity/Q10133	Suetonius
http://www.wikidata.org/entity/Q257448	Sulpicia
http://www.wikidata.org/entity/Q545114	Sulpicia
http://www.wikidata.org/entity/Q2658339	Sulpicius Apollinaris
http://www.wikidata.org/entity/Q336704	Sulpicius Severus
http://www.wikidata.org/entity/Q7661708	Symphosius
http://www.wikidata.org/entity/Q2161	Tacitus
